Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00        1     0.00     0.00  Ui_Welcome::retranslateUi(QMainWindow*)
  0.00      0.00     0.00        1     0.00     0.00  Ui_Welcome::setupUi(QMainWindow*)
  0.00      0.00     0.00        1     0.00     0.00  Ui_GameView::retranslateUi(QDialog*)
  0.00      0.00     0.00        1     0.00     0.00  Ui_GameView::setupUi(QDialog*)
  0.00      0.00     0.00        1     0.00     0.00  (anonymous namespace)::initializer::initializer()
  0.00      0.00     0.00        1     0.00     0.00  QTypedArrayData<char>::data()
  0.00      0.00     0.00        1     0.00     0.00  QBasicAtomicInteger<int>::ref()
  0.00      0.00     0.00        1     0.00     0.00  Game::Game()
  0.00      0.00     0.00        1     0.00     0.00  QSet<int>::QSet()
  0.00      0.00     0.00        1     0.00     0.00  User::GetUserLevel(QString, QString)
  0.00      0.00     0.00        1     0.00     0.00  User::User()
  0.00      0.00     0.00        1     0.00     0.00  Game2::qt_static_metacall(QObject*, QMetaObject::Call, int, void**)
  0.00      0.00     0.00        1     0.00     0.00  Game2::on_backButton_clicked()
  0.00      0.00     0.00        1     0.00     0.00  Game2::Game2(QWidget*, User*)
  0.00      0.00     0.00        1     0.00     0.00  Game2::~Game2()
  0.00      0.00     0.00        1     0.00     0.00  QHash<int, QHashDummyValue>::QHash()
  0.00      0.00     0.00        1     0.00     0.00  QHash<int, QHashDummyValue>::~QHash()
  0.00      0.00     0.00        1     0.00     0.00  QFlags<QMediaPlayer::Flag>::QFlags(int QFlags<QMediaPlayer::Flag>::Private::*)
  0.00      0.00     0.00        1     0.00     0.00  QWidget::setGeometry(int, int, int, int)
  0.00      0.00     0.00        1     0.00     0.00  Welcome::qt_static_metacall(QObject*, QMetaObject::Call, int, void**)
  0.00      0.00     0.00        1     0.00     0.00  Welcome::on_userGame2Button_clicked()
  0.00      0.00     0.00        1     0.00     0.00  Welcome::Welcome(QWidget*)
  0.00      0.00     0.00        1     0.00     0.00  Welcome::~Welcome()
  0.00      0.00     0.00        1     0.00     0.00  GameView::GameView(QWidget*)
  0.00      0.00     0.00        1     0.00     0.00  GameView::~GameView()
  0.00      0.00     0.00        1     0.00     0.00  GameView::~GameView()
  0.00      0.00     0.00        1     0.00     0.00  Ui_Game2::retranslateUi(QDialog*)
  0.00      0.00     0.00        1     0.00     0.00  Ui_Game2::setupUi(QDialog*)
  0.00      0.00     0.00        1     0.00     0.00  QIODevice::write(QByteArray const&)
  0.00      0.00     0.00        1     0.00     0.00  QByteArray::size() const
  0.00      0.00     0.00        1     0.00     0.00  QByteArray::constData() const
  0.00      0.00     0.00        1     0.00     0.00  QJsonValueRef::toInt() const
  0.00      0.00     0.00        1     0.00     0.00  QStaticStringData<13>::data_ptr() const
  0.00      0.00     0.00        1     0.00     0.00  QStaticStringData<14>::data_ptr() const
  0.00      0.00     0.00        1     0.00     0.00  QStaticStringData<17>::data_ptr() const
  0.00      0.00     0.00        1     0.00     0.00  QStaticStringData<9>::data_ptr() const
  0.00      0.00     0.00        1     0.00     0.00  QWidget::width() const
  0.00      0.00     0.00        1     0.00     0.00  QWidget::height() const
  0.00      0.00     0.00        1     0.00     0.00  std::__atomic_base<int>::operator++()
  0.00      0.00     0.00        1     0.00     0.00  Ui_Welcome::setupUi(QMainWindow*)::{lambda()#2}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Welcome::setupUi(QMainWindow*)::{lambda()#12}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Welcome::setupUi(QMainWindow*)::{lambda()#13}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Welcome::setupUi(QMainWindow*)::{lambda()#14}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Welcome::setupUi(QMainWindow*)::{lambda()#15}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Welcome::setupUi(QMainWindow*)::{lambda()#16}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Welcome::setupUi(QMainWindow*)::{lambda()#17}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Welcome::setupUi(QMainWindow*)::{lambda()#18}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Welcome::setupUi(QMainWindow*)::{lambda()#19}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Welcome::setupUi(QMainWindow*)::{lambda()#3}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Welcome::setupUi(QMainWindow*)::{lambda()#4}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Welcome::setupUi(QMainWindow*)::{lambda()#5}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Welcome::setupUi(QMainWindow*)::{lambda()#6}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Welcome::setupUi(QMainWindow*)::{lambda()#7}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Welcome::setupUi(QMainWindow*)::{lambda()#8}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Welcome::setupUi(QMainWindow*)::{lambda()#9}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Welcome::setupUi(QMainWindow*)::{lambda()#10}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Welcome::setupUi(QMainWindow*)::{lambda()#11}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Welcome::setupUi(QMainWindow*)::{lambda()#1}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_GameView::setupUi(QDialog*)::{lambda()#2}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_GameView::setupUi(QDialog*)::{lambda()#3}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_GameView::setupUi(QDialog*)::{lambda()#1}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Game2::setupUi(QDialog*)::{lambda()#2}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Game2::setupUi(QDialog*)::{lambda()#12}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Game2::setupUi(QDialog*)::{lambda()#3}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Game2::setupUi(QDialog*)::{lambda()#4}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Game2::setupUi(QDialog*)::{lambda()#5}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Game2::setupUi(QDialog*)::{lambda()#6}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Game2::setupUi(QDialog*)::{lambda()#7}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Game2::setupUi(QDialog*)::{lambda()#8}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Game2::setupUi(QDialog*)::{lambda()#9}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Game2::setupUi(QDialog*)::{lambda()#10}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Game2::setupUi(QDialog*)::{lambda()#11}::operator()() const
  0.00      0.00     0.00        1     0.00     0.00  Ui_Game2::setupUi(QDialog*)::{lambda()#1}::operator()() const

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) no time propagated

index % time    self  children    called     name
                0.00    0.00       9/347         GameView::metaObject() const [607]
                0.00    0.00      94/347         Game2::metaObject() const [553]
                0.00    0.00     244/347         Welcome::metaObject() const [606]
[8]      0.0    0.00    0.00     347         QScopedPointer<QObjectData, QScopedPointerDeleter<QObjectData> >::operator->() const [8]
-----------------------------------------------
                0.00    0.00     110/110         QBasicAtomicInteger<int>::load() const [10]
[9]      0.0    0.00    0.00     110         int QAtomicOps<int>::load<int>(std::atomic<int> const&) [9]
                0.00    0.00     110/110         std::__atomic_base<int>::load(std::memory_order) const [11]
-----------------------------------------------
                0.00    0.00       2/110         QtPrivate::RefCount::ref() [47]
                0.00    0.00      34/110         QtPrivate::RefCount::isStatic() const [19]
                0.00    0.00      74/110         QtPrivate::RefCount::deref() [13]
[10]     0.0    0.00    0.00     110         QBasicAtomicInteger<int>::load() const [10]
                0.00    0.00     110/110         int QAtomicOps<int>::load<int>(std::atomic<int> const&) [9]
-----------------------------------------------
                0.00    0.00     110/110         int QAtomicOps<int>::load<int>(std::atomic<int> const&) [9]
[11]     0.0    0.00    0.00     110         std::__atomic_base<int>::load(std::memory_order) const [11]
                0.00    0.00     110/110         std::operator&(std::memory_order, std::__memory_order_modifier) [12]
-----------------------------------------------
                0.00    0.00     110/110         std::__atomic_base<int>::load(std::memory_order) const [11]
[12]     0.0    0.00    0.00     110         std::operator&(std::memory_order, std::__memory_order_modifier) [12]
-----------------------------------------------
                0.00    0.00       1/74          QHash<int, QHashDummyValue>::~QHash() [76]
                0.00    0.00       3/74          QByteArray::~QByteArray() [31]
                0.00    0.00      70/74          QString::~QString() [14]
[13]     0.0    0.00    0.00      74         QtPrivate::RefCount::deref() [13]
                0.00    0.00      74/110         QBasicAtomicInteger<int>::load() const [10]
                0.00    0.00      34/34          QBasicAtomicInteger<int>::deref() [17]
-----------------------------------------------
                0.00    0.00       1/68          GameView::GameView(QWidget*) [83]
                0.00    0.00       1/68          Ui_GameView::retranslateUi(QDialog*) [62]
                0.00    0.00       2/68          User::GetUserLevel(QString, QString) [69]
                0.00    0.00       2/68          QJsonValue::QJsonValue(char const*) [43]
                0.00    0.00       2/68          Game2::Game2(QWidget*, User*) [73]
                0.00    0.00       4/68          Ui_GameView::setupUi(QDialog*) [63]
                0.00    0.00       5/68          Welcome::Welcome(QWidget*) [81]
                0.00    0.00       9/68          Ui_Game2::retranslateUi(QDialog*) [86]
                0.00    0.00       9/68          Ui_Welcome::retranslateUi(QMainWindow*) [60]
                0.00    0.00      13/68          Ui_Game2::setupUi(QDialog*) [87]
                0.00    0.00      20/68          Ui_Welcome::setupUi(QMainWindow*) [61]
[14]     0.0    0.00    0.00      68         QString::~QString() [14]
                0.00    0.00      70/74          QtPrivate::RefCount::deref() [13]
                0.00    0.00       8/8           QTypedArrayData<unsigned short>::deallocate(QArrayData*) [23]
-----------------------------------------------
                0.00    0.00       1/37          QStaticStringData<13>::data_ptr() const [92]
                0.00    0.00       1/37          QStaticStringData<14>::data_ptr() const [93]
                0.00    0.00       1/37          QStaticStringData<17>::data_ptr() const [94]
                0.00    0.00       1/37          QArrayData::data() [58]
                0.00    0.00       1/37          QStaticStringData<9>::data_ptr() const [95]
                0.00    0.00       2/37          QString::QString(QString const&) [46]
                0.00    0.00       2/37          QStaticStringData<11>::data_ptr() const [48]
                0.00    0.00       2/37          QStaticStringData<5>::data_ptr() const [49]
                0.00    0.00       3/37          QStaticStringData<16>::data_ptr() const [39]
                0.00    0.00       3/37          QStaticStringData<8>::data_ptr() const [41]
                0.00    0.00       3/37          QStaticStringData<7>::data_ptr() const [40]
                0.00    0.00       4/37          QStaticStringData<15>::data_ptr() const [30]
                0.00    0.00       6/37          QStaticStringData<10>::data_ptr() const [29]
                0.00    0.00       7/37          QStaticStringData<12>::data_ptr() const [28]
[15]     0.0    0.00    0.00      37         qt_noop() [15]
-----------------------------------------------
                0.00    0.00      34/34          QBasicAtomicInteger<int>::deref() [17]
[16]     0.0    0.00    0.00      34         bool QAtomicOps<int>::deref<int>(std::atomic<int>&) [16]
                0.00    0.00      34/34          std::__atomic_base<int>::operator--() [20]
-----------------------------------------------
                0.00    0.00      34/34          QtPrivate::RefCount::deref() [13]
[17]     0.0    0.00    0.00      34         QBasicAtomicInteger<int>::deref() [17]
                0.00    0.00      34/34          bool QAtomicOps<int>::deref<int>(std::atomic<int>&) [16]
-----------------------------------------------
                0.00    0.00       1/34          Ui_Game2::setupUi(QDialog*)::{lambda()#1}::operator()() const [132]
                0.00    0.00       1/34          Ui_Game2::setupUi(QDialog*)::{lambda()#2}::operator()() const [121]
                0.00    0.00       1/34          Ui_Game2::setupUi(QDialog*)::{lambda()#3}::operator()() const [123]
                0.00    0.00       1/34          Ui_Game2::setupUi(QDialog*)::{lambda()#4}::operator()() const [124]
                0.00    0.00       1/34          Ui_Game2::setupUi(QDialog*)::{lambda()#5}::operator()() const [125]
                0.00    0.00       1/34          Ui_Game2::setupUi(QDialog*)::{lambda()#6}::operator()() const [126]
                0.00    0.00       1/34          Ui_Game2::setupUi(QDialog*)::{lambda()#7}::operator()() const [127]
                0.00    0.00       1/34          Ui_Game2::setupUi(QDialog*)::{lambda()#8}::operator()() const [128]
                0.00    0.00       1/34          Ui_Game2::setupUi(QDialog*)::{lambda()#9}::operator()() const [129]
                0.00    0.00       1/34          Ui_Game2::setupUi(QDialog*)::{lambda()#10}::operator()() const [130]
                0.00    0.00       1/34          Ui_Game2::setupUi(QDialog*)::{lambda()#11}::operator()() const [131]
                0.00    0.00       1/34          Ui_Game2::setupUi(QDialog*)::{lambda()#12}::operator()() const [122]
                0.00    0.00       1/34          Ui_Welcome::setupUi(QMainWindow*)::{lambda()#1}::operator()() const [117]
                0.00    0.00       1/34          Ui_Welcome::setupUi(QMainWindow*)::{lambda()#2}::operator()() const [99]
                0.00    0.00       1/34          Ui_Welcome::setupUi(QMainWindow*)::{lambda()#3}::operator()() const [108]
                0.00    0.00       1/34          Ui_Welcome::setupUi(QMainWindow*)::{lambda()#4}::operator()() const [109]
                0.00    0.00       1/34          Ui_Welcome::setupUi(QMainWindow*)::{lambda()#5}::operator()() const [110]
                0.00    0.00       1/34          Ui_Welcome::setupUi(QMainWindow*)::{lambda()#6}::operator()() const [111]
                0.00    0.00       1/34          Ui_Welcome::setupUi(QMainWindow*)::{lambda()#7}::operator()() const [112]
                0.00    0.00       1/34          Ui_Welcome::setupUi(QMainWindow*)::{lambda()#8}::operator()() const [113]
                0.00    0.00       1/34          Ui_Welcome::setupUi(QMainWindow*)::{lambda()#9}::operator()() const [114]
                0.00    0.00       1/34          Ui_Welcome::setupUi(QMainWindow*)::{lambda()#10}::operator()() const [115]
                0.00    0.00       1/34          Ui_Welcome::setupUi(QMainWindow*)::{lambda()#11}::operator()() const [116]
                0.00    0.00       1/34          Ui_Welcome::setupUi(QMainWindow*)::{lambda()#12}::operator()() const [100]
                0.00    0.00       1/34          Ui_Welcome::setupUi(QMainWindow*)::{lambda()#13}::operator()() const [101]
                0.00    0.00       1/34          Ui_Welcome::setupUi(QMainWindow*)::{lambda()#14}::operator()() const [102]
                0.00    0.00       1/34          Ui_Welcome::setupUi(QMainWindow*)::{lambda()#15}::operator()() const [103]
                0.00    0.00       1/34          Ui_Welcome::setupUi(QMainWindow*)::{lambda()#16}::operator()() const [104]
                0.00    0.00       1/34          Ui_Welcome::setupUi(QMainWindow*)::{lambda()#17}::operator()() const [105]
                0.00    0.00       1/34          Ui_Welcome::setupUi(QMainWindow*)::{lambda()#18}::operator()() const [106]
                0.00    0.00       1/34          Ui_Welcome::setupUi(QMainWindow*)::{lambda()#19}::operator()() const [107]
                0.00    0.00       1/34          Ui_GameView::setupUi(QDialog*)::{lambda()#1}::operator()() const [120]
                0.00    0.00       1/34          Ui_GameView::setupUi(QDialog*)::{lambda()#2}::operator()() const [118]
                0.00    0.00       1/34          Ui_GameView::setupUi(QDialog*)::{lambda()#3}::operator()() const [119]
[18]     0.0    0.00    0.00      34         QString::QString(QStringDataPtr) [18]
-----------------------------------------------
                0.00    0.00       1/34          QStaticStringData<13>::data_ptr() const [92]
                0.00    0.00       1/34          QStaticStringData<14>::data_ptr() const [93]
                0.00    0.00       1/34          QStaticStringData<17>::data_ptr() const [94]
                0.00    0.00       1/34          QStaticStringData<9>::data_ptr() const [95]
                0.00    0.00       2/34          QStaticStringData<11>::data_ptr() const [48]
                0.00    0.00       2/34          QStaticStringData<5>::data_ptr() const [49]
                0.00    0.00       3/34          QStaticStringData<16>::data_ptr() const [39]
                0.00    0.00       3/34          QStaticStringData<8>::data_ptr() const [41]
                0.00    0.00       3/34          QStaticStringData<7>::data_ptr() const [40]
                0.00    0.00       4/34          QStaticStringData<15>::data_ptr() const [30]
                0.00    0.00       6/34          QStaticStringData<10>::data_ptr() const [29]
                0.00    0.00       7/34          QStaticStringData<12>::data_ptr() const [28]
[19]     0.0    0.00    0.00      34         QtPrivate::RefCount::isStatic() const [19]
                0.00    0.00      34/110         QBasicAtomicInteger<int>::load() const [10]
-----------------------------------------------
                0.00    0.00      34/34          bool QAtomicOps<int>::deref<int>(std::atomic<int>&) [16]
[20]     0.0    0.00    0.00      34         std::__atomic_base<int>::operator--() [20]
-----------------------------------------------
                0.00    0.00       1/20          Ui_GameView::setupUi(QDialog*) [63]
                0.00    0.00       9/20          Ui_Game2::setupUi(QDialog*) [87]
                0.00    0.00      10/20          Ui_Welcome::setupUi(QMainWindow*) [61]
[21]     0.0    0.00    0.00      20         QFlags<Qt::AlignmentFlag>::QFlags(int QFlags<Qt::AlignmentFlag>::Private::*) [21]
-----------------------------------------------
                0.00    0.00       1/10          __static_initialization_and_destruction_0(int, int) [54]
                0.00    0.00       1/10          __static_initialization_and_destruction_0(int, int) [55]
                0.00    0.00       1/10          GameView::GameView(QWidget*) [83]
                0.00    0.00       2/10          User::GetUserLevel(QString, QString) [69]
                0.00    0.00       5/10          Welcome::Welcome(QWidget*) [81]
[22]     0.0    0.00    0.00      10         QString::QString(char const*) [22]
-----------------------------------------------
                0.00    0.00       8/8           QString::~QString() [14]
[23]     0.0    0.00    0.00       8         QTypedArrayData<unsigned short>::deallocate(QArrayData*) [23]
-----------------------------------------------
                0.00    0.00       7/7           QTypedArrayData<unsigned short>::sharedNull() [25]
[24]     0.0    0.00    0.00       7         QArrayData::sharedNull() [24]
-----------------------------------------------
                0.00    0.00       7/7           QString::QString() [27]
[25]     0.0    0.00    0.00       7         QTypedArrayData<unsigned short>::sharedNull() [25]
                0.00    0.00       7/7           QArrayData::sharedNull() [24]
-----------------------------------------------
                0.00    0.00       1/7           Game2::Game2(QWidget*, User*) [73]
                0.00    0.00       1/7           Welcome::Welcome(QWidget*) [81]
                0.00    0.00       1/7           GameView::GameView(QWidget*) [83]
                0.00    0.00       2/7           Ui_Game2::setupUi(QDialog*) [87]
                0.00    0.00       2/7           Ui_Welcome::setupUi(QMainWindow*) [61]
[26]     0.0    0.00    0.00       7         QFlags<Qt::WindowType>::QFlags(int QFlags<Qt::WindowType>::Private::*) [26]
-----------------------------------------------
                0.00    0.00       1/7           Ui_Game2::retranslateUi(QDialog*) [86]
                0.00    0.00       6/7           User::User() [70]
[27]     0.0    0.00    0.00       7         QString::QString() [27]
                0.00    0.00       7/7           QTypedArrayData<unsigned short>::sharedNull() [25]
-----------------------------------------------
                0.00    0.00       1/7           Ui_Game2::setupUi(QDialog*)::{lambda()#2}::operator()() const [121]
                0.00    0.00       1/7           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#6}::operator()() const [111]
                0.00    0.00       1/7           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#10}::operator()() const [115]
                0.00    0.00       1/7           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#12}::operator()() const [100]
                0.00    0.00       1/7           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#14}::operator()() const [102]
                0.00    0.00       1/7           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#15}::operator()() const [103]
                0.00    0.00       1/7           Ui_GameView::setupUi(QDialog*)::{lambda()#3}::operator()() const [119]
[28]     0.0    0.00    0.00       7         QStaticStringData<12>::data_ptr() const [28]
                0.00    0.00       7/34          QtPrivate::RefCount::isStatic() const [19]
                0.00    0.00       7/37          qt_noop() [15]
-----------------------------------------------
                0.00    0.00       1/6           Ui_Game2::setupUi(QDialog*)::{lambda()#5}::operator()() const [125]
                0.00    0.00       1/6           Ui_Game2::setupUi(QDialog*)::{lambda()#11}::operator()() const [131]
                0.00    0.00       1/6           Ui_Game2::setupUi(QDialog*)::{lambda()#12}::operator()() const [122]
                0.00    0.00       1/6           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#3}::operator()() const [108]
                0.00    0.00       1/6           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#11}::operator()() const [116]
                0.00    0.00       1/6           Ui_GameView::setupUi(QDialog*)::{lambda()#2}::operator()() const [118]
[29]     0.0    0.00    0.00       6         QStaticStringData<10>::data_ptr() const [29]
                0.00    0.00       6/34          QtPrivate::RefCount::isStatic() const [19]
                0.00    0.00       6/37          qt_noop() [15]
-----------------------------------------------
                0.00    0.00       1/4           Ui_Game2::setupUi(QDialog*)::{lambda()#8}::operator()() const [128]
                0.00    0.00       1/4           Ui_Game2::setupUi(QDialog*)::{lambda()#10}::operator()() const [130]
                0.00    0.00       1/4           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#8}::operator()() const [113]
                0.00    0.00       1/4           Ui_Welcome::setupUi(QMainWindow*)::{lambda()#9}::operator()() const [114]
[30]     0.0    0.00    0.00       4         QStaticStringData<15>::data_ptr() const [30]
                0.00    0.00       4/34          QtPrivate::RefCount::isStatic() const [19]
                0.00    0.00       4/37          qt_noop() [15]
-----------------------------------------------
                0.00    0.00       1/3           User::GetUserLevel(QString, QString) [69]
                0.00    0.00       2/3           Welcome::Welcome(QWidget*) [81]
[31]     0.0    0.00    0.00       3         QByteArray::~QByteArray() [31]
                0.00    0.00       3/74          QtPrivate::RefCount::deref() [13]
                0.00    0.00       3/3           QTypedArrayData<char>::deallocate(QArrayData*) [33]
-----------------------------------------------
                0.00    0.00       3/3           QJsonObject::iterator::value() const [38]
[32]     0.0    0.00    0.00       3         QJsonValueRef::QJsonValueRef(QJsonObject*, int) [32]
-----------------------------------------------
                0.00    0.00       3/3           QByteArray::~QByteArray() [31]
[33]     0.0    0.00    0.00       3         QTypedArrayData<char>::deallocate(QArrayData*) [33]
-----------------------------------------------
                0.00    0.00       3/3           QWidget::resize(int, int) [37]
[34]     0.0    0.00    0.00       3         QSize::QSize(int, int) [34]
-----------------------------------------------
                0.00    0.00       1/3           Ui_Welcome::setupUi(QMainWindow*) [61]
                0.00    0.00       2/3           Ui_Game2::setupUi(QDialog*) [87]
[35]     0.0    0.00    0.00       3         QFlags<Qt::AlignmentFlag>::QFlags(Qt::AlignmentFlag) [35]
-----------------------------------------------
                0.00    0.00       1/3           User::GetUserLevel(QString, QString) [69]
